label,text,length,cleaned_text
ham,nope i m not drivin i neva develop da photos lei ,54,nope drivin neva develop da photo lei
ham,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going ,96,think go reg pract lesson flung advanc haha wat time u go
ham,cool i am lt gt inches long hope you like them big ,59,cool lt gt inch long hope like big
ham,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand ,166,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand
ham,okie thanx ,14,oki thanx
ham,go where n buy juz buy when we get there lar ,46,go n buy juz buy get lar
ham,i m working technical support voice process ,46,work technic support voic process
ham,it s justbeen overa week since we broke up and already our brains are going to mush ,84,justbeen overa week sinc broke alreadi brain go mush
ham,tunde how are you doing this is just wishing you a great day abiola ,71,tund wish great day abiola
ham,nope c ì then ,20,nope c ì
ham,no but we ll do medical missions to nigeria,44,medic mission nigeria
ham,no i am not having not any movies in my laptop,46,movi laptop
spam,urgent please call from landline å cash or a luxury canary islands holiday await collection t cs sae award m aq ppm ûï,154,urgent pleas call landlin å cash luxuri canari island holiday await collect cs sae award aq ppm ûï
spam,urgent please call from your landline your complimentary lux costa del sol holiday or å cash await collection ppm sae t cs james eh rr,166,urgent pleas call landlin complimentari lux costa del sol holiday å cash await collect ppm sae cs jame eh rr
ham,i havent lei next mon can ,28,havent lei next mon
ham,mm feeling sleepy today itself i shall get that dear,53,mm feel sleepi today shall get dear
ham,how dare you stupid i wont tell anything to you hear after i wont talk to you ,82,dare stupid wont tell anyth hear wont talk
ham,do ì noe if ben is going ,26,ì noe ben go
ham,can you do a mag meeting this avo at some point ,48,mag meet avo point
ham,i meant middle left or right ,29,meant middl left right
ham,really i crashed out cuddled on my sofa ,41,realli crash cuddl sofa
ham,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,99,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
ham,i sent you the prices and do you mean the lt gt g ,55,sent price mean lt gt g
ham,nothing can ,15,noth
ham,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,119,work ring u thing whole hous scream brat pull hair love u
ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died ,154,famili respond anyth room went home diwali one call come make feel like die
ham,tick tick tick babe,25,tick tick tick babe
ham,r ì going today s meeting ,29,r ì go today meet
ham,k da how many page you want ,29,k da mani page want
ham,ya had just now onion roast ,28,ya onion roast
ham,send his number and give reply tomorrow morning for why you said that to him like that ok,89,send number give repli tomorrow morn said like ok
ham,you said not now no problem when you can let me know ,56,said problem let know
ham,ok but tell me half an hr b u come i need prepare ,53,ok tell half hr b u come need prepar
ham,play w computer aiyah i tok u lor ,37,play w comput aiyah tok u lor
ham,sat right okay thanks ,26,sat right okay thank
ham,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,129,derp wors dude alway want parti dude file complaint three drug abus live
ham,ok chinese food on its way when i get fat you re paying for my lipo ,69,ok chines food way get fat pay lipo
ham,we r outside already ,21,r outsid alreadi
ham,have a good trip watch out for remember when you get back we must decide about easter ,89,good trip watch rememb get back must decid easter
ham,yo we are watching a movie on netflix,37,yo watch movi netflix
ham,what time i û m out until prob or so,39,time û prob
ham,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee ,102,meh thgt clash realli ah dun mind dun seen lost weight gee
ham,arr birthday today i wish him to get more oscar ,50,arr birthday today wish get oscar
ham,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay ,200,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
ham, and picking them up from various points,41,pick variou point
spam,married local women looking for discreet action now real matches instantly to your phone text match to msg cost p stop txt stop bcmsfwc n xx,155,marri local women look discreet action real match instantli phone text match msg cost p stop txt stop bcmsfwc n xx
ham,wow v v impressed have funs shopping ,38,wow v v impress fun shop
ham,i am on the way to ur home,26,way ur home
spam,burger king wanna play footy at a top stadium get burger king before st sept and go large or super with coca cola and walk out a winner,141,burger king wanna play footi top stadium get burger king st sept go larg super coca cola walk winner
ham,no problem talk to you later,29,problem talk later
ham,then ur sis how ,16,ur si
ham,still in customer place,23,still custom place
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night ,124,come take littl time child afraid dark becom teenag want stay night
ham,dude u knw also telugu thts gud k gud nyt ,46,dude u knw also telugu tht gud k gud nyt
ham,we confirm eating at esplanade ,31,confirm eat esplanad
ham,send me your id and password,28,send id password
ham,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning ,118,kind took garag centr part exhaust need replac part order n take fix tomo morn
spam,for ur chance to win a å cash every wk txt action to t s c s www movietrivia tv custcare x p wk ,124,ur chanc win å cash everi wk txt action c www movietrivia tv custcar x p wk
ham,well i might not come then ,29,well might come
ham,long after i quit i get on only like minutes a day as it is ,63,long quit get like minut day
ham,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go ,106,like call mittelschmertz googl dont paracetamol dont worri go
ham,well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,121,well right gonna get check today steam sale pee text want come get
ham,just arrived see you in a couple days lt ,44,arriv see coupl day lt
ham,k wat s tht incident ,22,k wat tht incid
ham,yeah get the unlimited,22,yeah get unlimit
ham,cthen i thk shd b enuff still got conclusion n contents pg n references i ll b doing da contents pg n cover pg ,116,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg
ham,forgot it takes me years to shower sorry where you at your phone dead yet ,78,forgot take year shower sorri phone dead yet
ham,ìï got wat to buy tell us then ì no need to come in again ,59,ìï got wat buy tell us ì need come
ham,when you are big god will bring success ,43,big god bring success
spam,u ûªve bin awarded å to play instant cash call to claim every th player wins min å å optout ,131,u ûªve bin award å play instant cash call claim everi th player win min å å optout
ham, û we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham ,124,û r stayin extra week back next wed rugbi weekend hi c u soon ham
